,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Grupo,total_gastos,Deck,Side,Sobrenome,FamilySize
893,0961_01,Earth,False,G/141/P,55 Cancri e,14.0,False,0.0,885.0,8.0,0.0,0.0,Gailia Lewinez,True,0961,893.0,G,P,Lewinez,5.0
894,0964_01,Europa,True,B/36/P,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Alderak Platch,True,0964,0.0,B,P,Platch,12.0
895,0964_02,Europa,True,B/36/P,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,Weidus Platch,True,0964,0.0,B,P,Platch,12.0
896,0965_01,Mars,False,F/178/S,TRAPPIST-1e,19.0,False,631.0,0.0,834.0,304.0,0.0,Wacks Depie,False,0965,1769.0,F,S,Depie,2.0
897,0966_01,Earth,False,F/179/S,TRAPPIST-1e,29.0,False,1377.0,0.0,0.0,167.0,0.0,Duana Fulloydez,False,0966,1544.0,F,S,Fulloydez,14.0
898,0968_01,Earth,False,E/53/P,TRAPPIST-1e,20.0,False,792.0,0.0,0.0,0.0,0.0,Tyrona Figuez,False,0968,792.0,E,P,Figuez,7.0
899,0969_01,Mars,True,F/202/P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Lar Emone,True,0969,0.0,F,P,Emone,6.0
900,0970_01,Earth,True,G/142/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Tamie Blace,True,0970,0.0,G,P,Blace,8.0
901,0971_01,Earth,True,G/143/P,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,,False,0971,0.0,G,P,,1.0
902,0972_01,Earth,False,E/54/P,TRAPPIST-1e,21.0,False,0.0,314.0,323.0,1026.0,6.0,Glendy Humphreyes,False,0972,1669.0,E,P,Humphreyes,4.0
903,0975_01,Earth,False,E/56/P,55 Cancri e,32.0,False,58.0,317.0,448.0,3.0,0.0,Allena Hoppernardy,True,0975,826.0,E,P,Hoppernardy,9.0
904,0976_01,Earth,True,G/146/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,Tonyn Sweeton,False,0976,0.0,G,S,Sweeton,4.0
905,0978_01,Earth,False,F/203/P,TRAPPIST-1e,24.0,False,,32.0,8.0,0.0,0.0,Lesley Coxterez,False,0978,40.0,F,P,Coxterez,10.0
906,0979_01,Europa,False,B/40/S,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,Gimph Fushausive,True,0979,0.0,B,S,Fushausive,9.0
907,0982_01,Earth,True,G/145/P,PSO J318.5-22,57.0,False,0.0,0.0,0.0,0.0,0.0,Eriky Hewson,True,0982,0.0,G,P,Hewson,10.0
908,0982_02,Earth,False,G/145/P,TRAPPIST-1e,51.0,False,,,4.0,0.0,0.0,Joyton Hewson,False,0982,4.0,G,P,Hewson,10.0
909,0983_01,Earth,True,G/149/S,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Teremy Wiggs,True,0983,0.0,G,S,Wiggs,7.0
910,0984_01,Earth,False,G/150/S,TRAPPIST-1e,45.0,False,0.0,1.0,13.0,0.0,873.0,Wen Woodwin,False,0984,887.0,G,S,Woodwin,3.0
911,0984_02,Earth,False,F/182/S,TRAPPIST-1e,24.0,False,0.0,0.0,718.0,0.0,0.0,,False,0984,718.0,F,S,,1.0
912,0984_03,Earth,False,G/150/S,TRAPPIST-1e,23.0,False,0.0,0.0,490.0,0.0,319.0,Morrie Sweekstarks,False,0984,809.0,G,S,Sweekstarks,7.0
913,0984_04,Earth,True,G/150/S,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Lyde Sweekstarks,True,0984,0.0,G,S,Sweekstarks,7.0
914,0984_05,Earth,False,F/182/S,55 Cancri e,20.0,False,0.0,11.0,0.0,136.0,1088.0,Greggy Sweekstarks,False,0984,1235.0,F,S,Sweekstarks,7.0
915,0984_06,Earth,True,G/150/S,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Walley Sweekstarks,True,0984,0.0,G,S,Sweekstarks,7.0
916,0984_07,Earth,True,G/150/S,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,Shery Flemaney,False,0984,0.0,G,S,Flemaney,9.0
917,0984_08,Earth,True,G/150/S,TRAPPIST-1e,71.0,False,0.0,0.0,0.0,0.0,0.0,Alancy Flemaney,True,0984,0.0,G,S,Flemaney,9.0
918,0985_01,Earth,False,E/57/P,55 Cancri e,18.0,False,6.0,0.0,,12.0,704.0,Dory Reyerson,True,0985,722.0,E,P,Reyerson,2.0
919,0987_01,Earth,False,F/204/P,TRAPPIST-1e,16.0,False,3.0,0.0,35.0,150.0,478.0,Fayen Norrison,False,0987,666.0,F,P,Norrison,6.0
920,0988_01,Earth,False,G/151/S,TRAPPIST-1e,28.0,False,0.0,3.0,906.0,0.0,0.0,Lyne Bartez,False,0988,909.0,G,S,Bartez,8.0
921,0988_02,Earth,False,E/73/S,TRAPPIST-1e,36.0,False,1.0,784.0,0.0,55.0,149.0,Jeresa Bartez,True,0988,989.0,E,S,Bartez,8.0
922,0989_01,Earth,False,G/146/P,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Moranthons,False,0989,0.0,G,P,Moranthons,4.0
923,0990_01,Earth,False,F/183/S,PSO J318.5-22,26.0,False,0.0,541.0,46.0,4.0,96.0,Tonia Cochrisons,False,0990,687.0,F,S,Cochrisons,9.0
924,0991_01,Earth,True,G/152/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Bethew Acobsond,False,0991,0.0,G,S,Acobsond,8.0
925,0992_01,Europa,False,D/35/S,TRAPPIST-1e,49.0,False,31.0,2727.0,0.0,184.0,135.0,Zino Kiling,True,0992,3077.0,D,S,Kiling,11.0
926,0992_02,Europa,False,D/35/S,TRAPPIST-1e,29.0,False,387.0,942.0,0.0,9927.0,1341.0,Tareson Kiling,False,0992,12597.0,D,S,Kiling,11.0
927,0992_03,Europa,False,D/35/S,55 Cancri e,46.0,False,1192.0,1736.0,17.0,21.0,0.0,Matan Herpumble,True,0992,2966.0,D,S,Herpumble,3.0
928,0992_04,Europa,False,,55 Cancri e,35.0,True,8030.0,300.0,0.0,0.0,1436.0,Naosa Herpumble,False,0992,9766.0,,,Herpumble,3.0
929,0992_05,Europa,True,D/35/S,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,Sinon Kiling,True,0992,0.0,D,S,Kiling,11.0
930,0992_06,Europa,False,D/35/S,55 Cancri e,37.0,False,4301.0,791.0,0.0,1748.0,91.0,Weidus Kiling,False,0992,6931.0,D,S,Kiling,11.0
931,0993_01,Earth,False,F/184/S,55 Cancri e,24.0,False,252.0,0.0,0.0,449.0,0.0,Juanie Miltongson,False,0993,701.0,F,S,Miltongson,8.0
932,0994_01,Earth,True,G/153/S,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,Ellene Wartyson,False,0994,0.0,G,S,Wartyson,12.0
933,0994_02,Earth,False,F/185/S,TRAPPIST-1e,26.0,False,621.0,1.0,98.0,11.0,135.0,Dell Wartyson,False,0994,866.0,F,S,Wartyson,12.0
934,0995_01,Europa,True,C/36/P,55 Cancri e,46.0,False,0.0,0.0,0.0,0.0,0.0,Chabik Barmant,True,0995,0.0,C,P,Barmant,3.0
935,0997_01,Mars,False,F/186/S,TRAPPIST-1e,27.0,False,253.0,0.0,880.0,22.0,2.0,Berios Shpie,False,0997,1157.0,F,S,Shpie,6.0
936,0998_01,Europa,False,C/37/P,TRAPPIST-1e,56.0,False,0.0,7447.0,0.0,253.0,35.0,Muonin Suptibler,True,0998,7735.0,C,P,Suptibler,6.0
937,1000_01,Mars,False,D/39/P,TRAPPIST-1e,18.0,False,885.0,0.0,32.0,0.0,0.0,Alus Harte,False,1000,917.0,D,P,Harte,3.0
938,1001_01,Earth,True,G/154/S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Nadie Llonovancis,False,1001,0.0,G,S,Llonovancis,9.0
939,1002_01,Mars,False,F/187/S,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Caish Leste,True,1002,0.0,F,S,Leste,6.0
940,1002_02,Mars,False,F/187/S,TRAPPIST-1e,42.0,False,1050.0,0.0,715.0,0.0,3.0,Bun Leste,False,1002,1768.0,F,S,Leste,6.0
941,1002_03,Mars,True,F/187/S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Spuffs Leste,True,1002,0.0,F,S,Leste,6.0
942,1004_01,Europa,True,A/11/S,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Aldun Wassird,True,1004,0.0,A,S,Wassird,8.0
943,1005_01,Earth,False,G/156/S,TRAPPIST-1e,20.0,False,0.0,0.0,4.0,9.0,773.0,Coreee Juartis,False,1005,786.0,G,S,Juartis,6.0
944,1006_01,Earth,False,E/74/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,791.0,Velyne Summington,False,1006,791.0,E,S,Summington,10.0
945,1006_02,Earth,True,E/74/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,Stany Summington,True,1006,0.0,E,S,Summington,10.0
946,1006_03,Earth,False,,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Stenny Summington,True,1006,0.0,,,Summington,10.0
947,1008_01,Europa,True,C/39/S,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,Wasatz Spistory,True,1008,0.0,C,S,Spistory,4.0
948,1008_02,Europa,True,C/39/S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,Wimpha Spistory,True,1008,0.0,C,S,Spistory,4.0
949,1011_01,Earth,False,,TRAPPIST-1e,31.0,False,1633.0,4.0,49.0,6.0,0.0,Camie Prinson,False,1011,1692.0,,,Prinson,6.0
950,1011_02,Earth,True,G/148/P,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,Kaye Prinson,False,1011,0.0,G,P,Prinson,6.0
951,1012_01,Earth,True,G/149/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Valey Hubbarton,True,1012,0.0,G,P,Hubbarton,8.0
952,1013_01,Earth,True,G/158/S,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Weslie Farleyatton,False,1013,0.0,G,S,Farleyatton,11.0
953,1014_01,Mars,True,F/207/P,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,Ranuts Frasp,True,1014,0.0,F,P,Frasp,8.0
954,1015_01,Earth,False,F/189/S,TRAPPIST-1e,44.0,False,0.0,131.0,267.0,554.0,0.0,Wilmay Antoshipson,False,1015,952.0,F,S,Antoshipson,7.0
955,1017_01,Earth,False,F/190/S,TRAPPIST-1e,20.0,False,0.0,15.0,122.0,1125.0,0.0,Joya Blanglison,False,1017,1262.0,F,S,Blanglison,6.0
956,1018_01,Earth,True,G/150/P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Elaney Webstephrey,True,1018,0.0,G,P,Webstephrey,10.0
957,1019_01,Earth,False,F/191/S,55 Cancri e,36.0,False,1.0,1410.0,0.0,1.0,0.0,Melia Wilderssen,True,1019,1412.0,F,S,Wilderssen,12.0
958,1020_01,Mars,True,F/208/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Appers Wala,True,1020,0.0,F,P,Wala,11.0
959,1022_01,Earth,False,,TRAPPIST-1e,15.0,True,48.0,6.0,0.0,954.0,0.0,Melvia Blanglison,False,1022,1008.0,,,Blanglison,6.0
960,1024_01,Earth,False,F/209/P,55 Cancri e,18.0,False,187.0,12.0,0.0,1277.0,0.0,Verly Chavezalez,False,1024,1476.0,F,P,Chavezalez,9.0
961,1024_02,Earth,True,G/152/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Myrace Nichaner,True,1024,0.0,G,P,Nichaner,6.0
962,1024_03,Earth,False,G/152/P,55 Cancri e,54.0,False,0.0,5.0,0.0,594.0,209.0,Bellee Chavezalez,False,1024,808.0,G,P,Chavezalez,9.0
963,1024_04,Earth,False,G/152/P,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,Bethew Chavezalez,False,1024,0.0,G,P,Chavezalez,9.0
964,1025_01,Earth,False,F/210/P,TRAPPIST-1e,20.0,False,759.0,0.0,106.0,202.0,0.0,Chrisa Harverez,False,1025,1067.0,F,P,Harverez,9.0
965,1026_01,Earth,True,G/159/S,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Lilace Leetersoney,False,1026,0.0,G,S,Leetersoney,3.0
966,1027_01,Mars,False,F/211/P,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,Cort Dal,True,1027,0.0,F,P,Dal,11.0
967,1027_02,Mars,False,F/211/P,TRAPPIST-1e,46.0,False,1454.0,0.0,81.0,38.0,0.0,Anamse Dal,False,1027,1573.0,F,P,Dal,11.0
968,1027_03,Mars,False,F/211/P,TRAPPIST-1e,31.0,False,231.0,0.0,,279.0,9.0,Basps Dal,False,1027,519.0,F,P,Dal,11.0
969,1027_04,Mars,False,F/211/P,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,Trine Dal,True,1027,0.0,F,P,Dal,11.0
970,1029_01,Mars,True,F/212/P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,Crowk Racke,True,1029,0.0,F,P,Racke,4.0
971,1030_01,Earth,False,F/213/P,TRAPPIST-1e,23.0,False,1081.0,0.0,0.0,0.0,7.0,Jorgie Farleyatton,False,1030,1088.0,F,P,Farleyatton,11.0
972,1031_01,Earth,False,F/194/S,TRAPPIST-1e,14.0,False,756.0,84.0,0.0,8.0,99.0,Warry Leonzaley,False,1031,947.0,F,S,Leonzaley,9.0
973,1032_01,Earth,True,G/153/P,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,Aude Garzaley,False,1032,0.0,G,P,Garzaley,8.0
974,1033_01,Earth,True,G/154/P,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,Ericky Gonzaley,True,1033,0.0,G,P,Gonzaley,2.0
975,1034_01,Earth,False,G/155/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,675.0,213.0,Aliedy Cleman,False,1034,888.0,G,P,Cleman,5.0
976,1035_01,Mars,False,F/214/P,55 Cancri e,13.0,False,4.0,0.0,1973.0,0.0,39.0,Nutz Bra,True,1035,2016.0,F,P,Bra,5.0
977,1036_01,Earth,True,G/161/S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,Laude Georgasey,True,1036,0.0,G,S,Georgasey,16.0
978,1038_01,Earth,False,G/163/S,TRAPPIST-1e,47.0,False,0.0,306.0,84.0,499.0,0.0,Naomie Knoxonway,False,1038,889.0,G,S,Knoxonway,8.0
979,1040_01,Earth,False,G/164/S,PSO J318.5-22,15.0,False,521.0,162.0,62.0,5.0,0.0,Clard Mcbritts,True,1040,750.0,G,S,Mcbritts,5.0
980,1041_01,Europa,True,,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Algrafi Heedry,True,1041,0.0,,,Heedry,3.0
981,1043_01,Earth,False,F/215/P,TRAPPIST-1e,49.0,False,0.0,0.0,1526.0,960.0,0.0,Gwenda Talls,False,1043,2486.0,F,P,Talls,4.0
982,1045_01,Europa,False,C/38/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Halsham Unteckery,False,1045,0.0,C,P,Unteckery,8.0
983,1045_02,Europa,False,C/38/P,TRAPPIST-1e,44.0,False,0.0,2349.0,7.0,815.0,10896.0,Shail Unteckery,False,1045,14067.0,C,P,Unteckery,8.0
984,1046_01,Earth,False,F/196/S,TRAPPIST-1e,16.0,False,507.0,0.0,0.0,0.0,,Wena Beachez,False,1046,507.0,F,S,Beachez,7.0
985,1047_01,Earth,True,G/156/P,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,,True,1047,0.0,G,P,,1.0
986,1048_01,Earth,False,F/216/P,TRAPPIST-1e,20.0,False,0.0,537.0,612.0,3.0,0.0,Deany Mcdon,True,1048,1152.0,F,P,Mcdon,4.0
987,1049_01,Mars,True,F/217/P,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,Ockies Prie,True,1049,0.0,F,P,Prie,10.0
988,1049_02,Mars,True,F/217/P,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Yakers Prie,True,1049,0.0,F,P,Prie,10.0
989,1051_01,Earth,False,F/197/S,TRAPPIST-1e,21.0,False,2.0,447.0,81.0,74.0,,Frandy Warrison,False,1051,604.0,F,S,Warrison,7.0
990,1052_01,Earth,False,F/198/S,55 Cancri e,22.0,False,,0.0,21.0,0.0,0.0,Leenny Gallard,False,1052,21.0,F,S,Gallard,10.0
991,1053_01,Earth,False,F/199/S,PSO J318.5-22,27.0,False,182.0,0.0,0.0,0.0,376.0,Rald Colleruces,False,1053,558.0,F,S,Colleruces,9.0
992,1054_01,Earth,False,F/200/S,TRAPPIST-1e,58.0,False,0.0,0.0,828.0,0.0,96.0,Blanie Valexandez,True,1054,924.0,F,S,Valexandez,8.0
993,1056_01,Mars,True,F/218/P,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Cineys Ble,True,1056,0.0,F,P,Ble,9.0
994,1056_02,Mars,True,F/218/P,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Otlios Ble,True,1056,0.0,F,P,Ble,9.0
995,1057_01,Europa,True,C/39/P,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,Cherkar Braned,True,1057,0.0,C,P,Braned,4.0
996,1058_01,Earth,False,F/201/S,TRAPPIST-1e,19.0,False,0.0,0.0,27.0,53.0,677.0,Keithy Ingston,False,1058,757.0,F,S,Ingston,11.0
997,1060_01,Earth,False,G/166/S,TRAPPIST-1e,57.0,False,,20.0,157.0,21.0,689.0,Willip Clayson,False,1060,887.0,G,S,Clayson,3.0
998,1062_01,Earth,False,F/219/P,TRAPPIST-1e,26.0,False,0.0,773.0,48.0,0.0,149.0,Erina Wolffy,False,1062,970.0,F,P,Wolffy,11.0
999,1063_01,Europa,False,B/38/P,TRAPPIST-1e,38.0,False,0.0,3262.0,0.0,295.0,1374.0,Markar Ingwhed,True,1063,4931.0,B,P,Ingwhed,5.0
1000,1063_02,Europa,True,B/38/P,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,Aldebah Ingwhed,True,1063,0.0,B,P,Ingwhed,5.0
1001,1065_01,Mars,True,F/202/S,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,Chios Jaf,True,1065,0.0,F,S,Jaf,3.0
1002,1066_01,Mars,True,F/220/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Weres Staf,True,1066,0.0,F,P,Staf,7.0
1003,1068_01,Earth,True,G/167/S,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Pughanders,False,1068,0.0,G,S,Pughanders,5.0
1004,1071_01,Europa,False,T/0/P,TRAPPIST-1e,35.0,False,415.0,1328.0,0.0,14.0,60.0,Alraida Dingauge,False,1071,1817.0,T,P,Dingauge,2.0
1005,1075_01,Europa,True,B/41/S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Teron Objeciane,True,1075,0.0,B,S,Objeciane,6.0
1006,1075_02,Europa,True,B/41/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Duhra Objeciane,True,1075,0.0,B,S,Objeciane,6.0
1007,1076_01,Earth,True,G/161/P,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Raque Scheron,False,1076,0.0,G,P,Scheron,6.0
1008,1077_01,Earth,False,G/162/P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,Dorene Bardinard,False,1077,851.0,G,P,Bardinard,11.0
1009,1078_01,Earth,False,E/60/P,55 Cancri e,25.0,False,79.0,709.0,0.0,0.0,0.0,Hellia Ewins,False,1078,788.0,E,P,Ewins,6.0
1010,1079_01,Earth,False,G/163/P,55 Cancri e,41.0,False,638.0,0.0,133.0,0.0,,Helean Traverdy,False,1079,771.0,G,P,Traverdy,8.0
1011,1080_01,Mars,False,F/204/S,TRAPPIST-1e,50.0,False,202.0,,1108.0,0.0,0.0,Ret Parte,False,1080,1310.0,F,S,Parte,5.0
1012,1082_01,Mars,False,F/205/S,TRAPPIST-1e,33.0,False,694.0,0.0,60.0,564.0,0.0,Grake Traie,False,1082,1318.0,F,S,Traie,7.0
1013,1083_01,Mars,True,F/206/S,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Ste Sfin,True,1083,0.0,F,S,Sfin,6.0
1014,1083_02,Mars,True,F/206/S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,Pars Sfin,True,1083,0.0,F,S,Sfin,6.0
1015,1083_03,Mars,False,F/206/S,TRAPPIST-1e,18.0,False,556.0,0.0,0.0,852.0,6.0,Hion Sfin,True,1083,1414.0,F,S,Sfin,6.0
1016,1084_01,Earth,False,F/207/S,TRAPPIST-1e,31.0,False,0.0,1.0,0.0,16.0,843.0,Kylen Holcompson,False,1084,860.0,F,S,Holcompson,10.0
1017,1085_01,Earth,,G/165/P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,Troyce Wagnerray,False,1085,0.0,G,P,Wagnerray,13.0
1018,1086_01,Earth,True,G/166/P,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Hellia Carpennels,True,1086,0.0,G,P,Carpennels,9.0
1019,1086_02,Earth,False,G/166/P,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,,Nancey Willangsey,False,1086,0.0,G,P,Willangsey,12.0
1020,1086_03,Earth,True,G/166/P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Fany Willangsey,False,1086,0.0,G,P,Willangsey,12.0
1021,1086_04,Earth,False,E/61/P,55 Cancri e,19.0,False,0.0,0.0,0.0,641.0,0.0,Almary Willangsey,True,1086,641.0,E,P,Willangsey,12.0
1022,1086_05,Earth,False,G/166/P,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Elly Willangsey,True,1086,0.0,G,P,Willangsey,12.0
1023,1088_01,Earth,True,G/169/S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,Kayd Pottney,False,1088,0.0,G,S,Pottney,4.0
1024,1089_01,Europa,True,D/41/P,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,Sheleon Pronfraked,True,1089,0.0,D,P,Pronfraked,6.0
1025,1089_02,Europa,False,D/41/P,TRAPPIST-1e,26.0,False,0.0,565.0,1.0,677.0,794.0,Gacrab Pronfraked,False,1089,2037.0,D,P,Pronfraked,6.0
1026,1091_01,Mars,True,F/223/P,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Dills Miste,True,1091,0.0,F,P,Miste,1.0
1027,1093_01,Mars,False,D/42/P,TRAPPIST-1e,23.0,False,1862.0,59.0,18.0,192.0,0.0,Beass Winie,True,1093,2131.0,D,P,Winie,8.0
1028,1094_01,Earth,False,F/224/P,TRAPPIST-1e,60.0,False,437.0,2.0,0.0,0.0,365.0,Carona Webstenson,False,1094,804.0,F,P,Webstenson,6.0
1029,1095_01,Europa,True,,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Alhail Drelcate,True,1095,0.0,,,Drelcate,6.0
1030,1096_01,Earth,False,G/170/S,TRAPPIST-1e,,False,233.0,0.0,0.0,0.0,488.0,Essara Simson,False,1096,721.0,G,S,Simson,10.0
1031,1097_01,Mars,True,E/76/S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,Tundsh Weeke,True,1097,0.0,E,S,Weeke,5.0
1032,1099_01,Earth,False,F/225/P,PSO J318.5-22,22.0,False,0.0,78.0,642.0,0.0,0.0,Andine Mcneiley,False,1099,720.0,F,P,Mcneiley,8.0
1033,1100_01,Mars,False,F/226/P,TRAPPIST-1e,18.0,False,490.0,355.0,298.0,245.0,0.0,Ros Cuche,False,1100,1388.0,F,P,Cuche,5.0
1034,1100_02,Mars,False,F/226/P,TRAPPIST-1e,5.0,False,,0.0,0.0,0.0,0.0,Jel Cuche,True,1100,0.0,F,P,Cuche,5.0
1035,1100_03,Mars,False,F/226/P,TRAPPIST-1e,18.0,False,787.0,0.0,106.0,1710.0,0.0,Cireal Cuche,False,1100,2603.0,F,P,Cuche,5.0
1036,1100_04,Mars,False,E/62/P,TRAPPIST-1e,29.0,False,528.0,271.0,99.0,0.0,130.0,Heat Frité,False,1100,1028.0,E,P,Frité,3.0
1037,1102_01,Mars,False,F/227/P,PSO J318.5-22,39.0,False,0.0,0.0,0.0,0.0,0.0,Boats Dan,False,1102,1615.0,F,P,Dan,5.0
1038,1105_01,Earth,False,F/208/S,TRAPPIST-1e,17.0,False,82.0,0.0,263.0,16.0,515.0,Leen Willangsey,False,1105,876.0,F,S,Willangsey,12.0
1039,1108_01,Mars,False,F/211/S,TRAPPIST-1e,58.0,False,55.0,0.0,756.0,246.0,100.0,Blesh Seen,False,1108,1157.0,F,S,Seen,7.0
1040,1108_02,Mars,True,F/211/S,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,,True,1108,0.0,F,S,,1.0
1041,1110_01,Europa,False,C/42/S,TRAPPIST-1e,23.0,False,0.0,24.0,0.0,55.0,7516.0,Auvara Ennalve,False,1110,7595.0,C,S,Ennalve,6.0
1042,1110_02,Europa,False,C/42/S,55 Cancri e,26.0,False,8.0,6138.0,0.0,3.0,754.0,Batomam Ennalve,True,1110,6903.0,C,S,Ennalve,6.0
1043,1112_01,Europa,False,B/39/P,55 Cancri e,40.0,False,0.0,4076.0,6124.0,58.0,100.0,Elebola Opshaft,True,1112,10358.0,B,P,Opshaft,5.0
1044,1113_01,Earth,False,E/78/S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,719.0,Stevey Fielsenders,True,1113,719.0,E,S,Fielsenders,8.0
1045,1114_01,Mars,False,E/79/S,TRAPPIST-1e,38.0,True,936.0,0.0,363.0,0.0,0.0,Jet Kidne,False,1114,1299.0,E,S,Kidne,7.0
1046,1114_02,Mars,False,E/79/S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Apple Kidne,False,1114,0.0,E,S,Kidne,7.0
1047,1115_01,Earth,True,G/173/S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,Arl Oneidson,True,1115,0.0,G,S,Oneidson,7.0
1048,1116_01,Earth,False,G/174/S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,Rickie Barnolaney,True,1116,0.0,G,S,Barnolaney,8.0
1049,1116_02,Earth,False,,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Evane Barnolaney,True,1116,3109.0,,,Barnolaney,8.0
1050,1116_03,Earth,True,G/174/S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Colly Barnolaney,True,1116,0.0,G,S,Barnolaney,8.0
1051,1117_01,Earth,False,E/63/P,TRAPPIST-1e,18.0,False,855.0,0.0,51.0,0.0,0.0,Jimen Andackson,False,1117,906.0,E,P,Andackson,8.0
